"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","OP_CARRIER","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEP_TIME","DEP_DELAY","DEP_DEL15","TAXI_OUT","TAXI_IN","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15",
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","692",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","1717",77.00,1.00,43.00,9.00,"1900",104.00,104.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","728",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","1212",12.00,0.00,18.00,6.00,"1329",13.00,13.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","744",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","0618",18.00,1.00,14.00,10.00,"0716",-4.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","751",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","0013",253.00,1.00,14.00,9.00,"0131",242.00,242.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","796",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","1414",15.00,1.00,67.00,20.00,"1622",62.00,62.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","917",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","0759",-1.00,0.00,11.00,8.00,"0912",-5.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","979",11193,1119302,"CVG","Cincinnati, OH","KY",10721,1072102,"BOS","Boston, MA","MA","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","987",10721,1072102,"BOS","Boston, MA","MA",10423,1042302,"AUS","Austin, TX","TX","0014",255.00,1.00,15.00,6.00,"0357",253.00,253.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1057",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","2106",187.00,1.00,24.00,11.00,"2232",192.00,192.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1092",10423,1042302,"AUS","Austin, TX","TX",10721,1072102,"BOS","Boston, MA","MA","0608",-6.00,0.00,12.00,10.00,"1034",-25.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1107",11433,1143302,"DTW","Detroit, MI","MI",10721,1072102,"BOS","Boston, MA","MA","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1108",10721,1072102,"BOS","Boston, MA","MA",11433,1143302,"DTW","Detroit, MI","MI","0905",5.00,0.00,22.00,37.00,"1157",39.00,39.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1109",10721,1072102,"BOS","Boston, MA","MA",11433,1143302,"DTW","Detroit, MI","MI","1550",192.00,1.00,50.00,7.00,"1831",221.00,221.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1110",10721,1072102,"BOS","Boston, MA","MA",11433,1143302,"DTW","Detroit, MI","MI","0633",48.00,1.00,17.00,8.00,"0848",43.00,43.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1111",10721,1072102,"BOS","Boston, MA","MA",11433,1143302,"DTW","Detroit, MI","MI","0652",-7.00,0.00,21.00,10.00,"0922",-2.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1113",11433,1143302,"DTW","Detroit, MI","MI",10721,1072102,"BOS","Boston, MA","MA","0728",5.00,0.00,91.00,7.00,"1027",63.00,63.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1121",11433,1143302,"DTW","Detroit, MI","MI",10721,1072102,"BOS","Boston, MA","MA","1133",98.00,1.00,70.00,9.00,"1413",141.00,141.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1123",10721,1072102,"BOS","Boston, MA","MA",11433,1143302,"DTW","Detroit, MI","MI","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1125",10721,1072102,"BOS","Boston, MA","MA",11433,1143302,"DTW","Detroit, MI","MI","2048",113.00,1.00,36.00,7.00,"2322",121.00,121.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1135",10721,1072102,"BOS","Boston, MA","MA",12478,1247805,"JFK","New York, NY","NY","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1164",11433,1143302,"DTW","Detroit, MI","MI",10721,1072102,"BOS","Boston, MA","MA","2215",95.00,1.00,39.00,11.00,"0025",96.00,96.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1182",12478,1247805,"JFK","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1226",11697,1169706,"FLL","Fort Lauderdale, FL","FL",10721,1072102,"BOS","Boston, MA","MA","0556",821.00,1.00,10.00,9.00,"0840",792.00,792.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1242",10721,1072102,"BOS","Boston, MA","MA",12889,1288903,"LAS","Las Vegas, NV","NV","1053",8.00,0.00,20.00,8.00,"1416",22.00,22.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1267",10721,1072102,"BOS","Boston, MA","MA",12478,1247805,"JFK","New York, NY","NY","1814",69.00,1.00,47.00,11.00,"1959",84.00,84.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1274",12478,1247805,"JFK","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1282",11433,1143302,"DTW","Detroit, MI","MI",10721,1072102,"BOS","Boston, MA","MA","1749",113.00,1.00,19.00,12.00,"1954",112.00,112.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1303",11433,1143302,"DTW","Detroit, MI","MI",10721,1072102,"BOS","Boston, MA","MA","1811",12.00,0.00,15.00,13.00,"2045",38.00,38.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1590",10397,1039707,"ATL","Atlanta, GA","GA",10721,1072102,"BOS","Boston, MA","MA","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1654",10721,1072102,"BOS","Boston, MA","MA",12892,1289208,"LAX","Los Angeles, CA","CA","1752",12.00,0.00,45.00,15.00,"2148",38.00,38.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1667",12892,1289208,"LAX","Los Angeles, CA","CA",10721,1072102,"BOS","Boston, MA","MA","0800",-5.00,0.00,14.00,15.00,"1630",-14.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1707",10721,1072102,"BOS","Boston, MA","MA",12892,1289208,"LAX","Los Angeles, CA","CA","0744",-1.00,0.00,21.00,6.00,"1125",5.00,5.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1715",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","0626",-4.00,0.00,20.00,8.00,"0740",-14.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1734",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","0855",-5.00,0.00,17.00,4.00,"0959",-17.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1764",12892,1289208,"LAX","Los Angeles, CA","CA",10721,1072102,"BOS","Boston, MA","MA","2147",-2.00,0.00,9.00,13.00,"0610",-20.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1782",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","0552",-8.00,0.00,18.00,6.00,"0700",-23.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1839",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","1058",-1.00,0.00,54.00,7.00,"1233",14.00,14.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1866",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1877",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","0703",4.00,0.00,21.00,9.00,"0808",-7.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1894",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","0854",-5.00,0.00,36.00,8.00,"1011",-25.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1905",10721,1072102,"BOS","Boston, MA","MA",13204,1320402,"MCO","Orlando, FL","FL","0915",-5.00,0.00,21.00,4.00,"1223",-22.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1919",10721,1072102,"BOS","Boston, MA","MA",13204,1320402,"MCO","Orlando, FL","FL","1135",5.00,0.00,11.00,6.00,"1434",-21.00,0.00,0.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1936",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","2132",152.00,1.00,43.00,9.00,"2309",169.00,169.00,1.00,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1965",12953,1295304,"LGA","New York, NY","NY",10721,1072102,"BOS","Boston, MA","MA","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1982",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","1998",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","1332",32.00,1.00,26.00,13.00,"0107",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","2028",10721,1072102,"BOS","Boston, MA","MA",12953,1295304,"LGA","New York, NY","NY","",,,,,"",,,,
2019,1,2,12,2,2019-02-12,"DL",19790,"DL","2029",10397,1039707,"ATL","Atlanta, GA","GA",10721,1072102,"BOS","Boston, MA","MA","1001",0.00,0.00,28.00,11.00,"1231",-4.00,0.00,0.00,
